id,code,ep_next,ep_this,first_name,points_per_game,second_name,squad_number,total_points,web_name,team_join_date,birth_date,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,points_per_game_rank,starts_per_90,clean_sheets_per_90,position,team_name,team_short_name
122,543295,2.0,,Antoni,0.0,Milambo,,0,Milambo,2025-07-03,2005-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,656,656,654,656,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,0.0,0.0,MID,Brentford,BRE
123,244858,1.5,,Fábio,1.8,Freitas Gouveia Carvalho,,35,Carvalho,2024-08-12,2002-08-30,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,0,3,2.49,0.54,3.03,11.46,281,258,182,267,,,,0.51,0.0,0.11,0.62,2.33,2.84,272,0.61,0.0,MID,Brentford,BRE
124,56979,1.5,,Jordan,0.0,Henderson,,0,Henderson,2025-07-15,1990-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,594,590,575,594,,,,0.0,0.0,0.0,0.0,0.0,0.0,595,0.0,0.0,MID,Brentford,BRE
125,204580,1.5,,Vitaly,2.3,Janelt,,73,Janelt,2020-10-03,1998-05-10,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,0,27,0.83,2.38,3.21,37.37,175,129,195,175,,,,0.03,0.0,0.1,0.13,1.49,1.52,207,1.08,0.24,MID,Brentford,BRE
126,207283,1.5,,Mathias,1.6,Jensen,,38,Jensen,2019-07-10,1996-01-01,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,0,8,0.23,1.75,1.98,16.41,274,147,282,251,3.0,,,0.02,0.0,0.19,0.21,1.75,1.81,293,0.85,0.21,MID,Brentford,BRE
127,626464,1.5,,Gustavo,1.0,Nunes Fernandes Gomes,,3,Nunes,2024-08-28,2005-11-20,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0,0,0.0,0.0,0.0,0.35,363,374,342,376,,,,0.0,0.0,0.0,0.0,2.86,16.36,374,0.0,0.0,MID,Brentford,BRE
128,428580,1.5,,Frank,1.0,Onyeka,,2,Onyeka,2021-07-20,1998-01-01,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0,0.0,0.02,0.02,0.69,609,367,598,609,,,,0.0,0.0,0.08,0.08,2.7,0.0,368,0.0,0.0,MID,Brentford,BRE
129,508395,1.5,,Yehor,1.4,Yarmoliuk,,43,Yarmoliuk,2022-10-28,2004-03-01,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,0,15,0.62,0.91,1.53,26.43,218,176,232,231,,,,0.04,0.0,0.06,0.1,1.66,1.57,320,0.94,0.19,MID,Brentford,BRE
130,606689,1.0,,Romelle,0.0,Donovan,,0,Donovan,2025-07-01,2006-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,587,583,568,587,,,,0.0,0.0,0.0,0.0,0.0,0.0,588,0.0,0.0,MID,Brentford,BRE
131,628204,1.0,,Yunus Emre,1.0,Konak,,10,Konak,2024-01-11,2006-01-10,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0,0,0.15,0.0,0.15,1.79,367,353,338,375,,,,0.25,0.0,0.0,0.25,3.04,3.4,366,0.0,0.0,MID,Brentford,BRE
132,220695,1.0,,Paris,1.0,Maghoma,,8,Maghoma,2020-08-01,2001-05-08,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0,0,0.12,0.04,0.16,1.89,345,329,321,352,,,,0.1,0.0,0.03,0.13,1.52,0.8,352,0.0,0.0,MID,Brentford,BRE
133,450539,1.0,,Myles,0.0,Peart-Harris,,0,Peart-Harris,2021-07-23,2002-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,515,511,491,515,,,,0.0,0.0,0.0,0.0,0.0,0.0,518,0.0,0.0,MID,Brentford,BRE
134,591357,1.0,,Ryan,1.0,Trevitt,,1,Trevitt,2024-01-08,2003-03-12,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0,0.0,0.0,0.0,0.0,381,377,563,385,,,,0.0,0.0,0.0,0.0,0.0,0.0,363,0.0,0.0,MID,Brentford,BRE
135,216646,2.4,,Yoane,5.3,Wissa,,185,Wissa,2021-08-10,1996-09-03,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,0,34,18.58,2.2,20.77,45.12,19,92,5,12,,,4.0,0.57,0.0,0.07,0.64,1.39,1.39,9,1.05,0.28,FWD,Brentford,BRE
136,502500,2.0,,Igor Thiago,1.1,Nascimento Rodrigues,,9,Thiago,2024-07-01,2001-06-26,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,0,1,0.13,0.04,0.17,3.54,356,306,318,351,,,,0.07,0.0,0.02,0.09,1.91,2.16,335,0.54,0.0,FWD,Brentford,BRE
137,533710,1.0,,Iwan,0.0,Morgan,,0,Morgan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,551,547,530,551,,,,0.0,0.0,0.0,0.0,0.0,0.0,553,0.0,0.0,FWD,Brentford,BRE
138,49262,2.3,,Jason,4.5,Steele,,9,Steele,2018-07-01,1990-08-18,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,0,2,0.0,0.0,0.0,1.88,337,479,456,357,,,,0.0,1.5,0.0,0.0,0.94,0.5,19,1.0,0.5,GKP,Brighton,BHA
139,489639,2.3,,Bart,2.9,Verbruggen,,103,Verbruggen,2023-07-03,2002-08-18,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,0,36,0.0,0.01,0.01,53.1,18,347,503,156,,,,0.0,2.53,0.0,0.0,1.48,1.61,139,1.0,0.19,GKP,Brighton,BHA
140,209288,1.0,,Tom,0.0,McGill,,0,McGill,2021-02-02,2000-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,409,398,365,409,,,,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,GKP,Brighton,BHA
141,472739,0.0,,Carl,0.0,Rushworth,,0,Rushworth,2023-07-01,2001-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,440,430,399,440,,,,0.0,0.0,0.0,0.0,0.0,0.0,443,0.0,0.0,GKP,Brighton,BHA
142,240514,0.0,,Kjell,0.0,Scherpen,,0,Scherpen,2021-07-16,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,417,407,375,417,,,,0.0,0.0,0.0,0.0,0.0,0.0,420,0.0,0.0,GKP,Brighton,BHA
143,204120,1.9,,Olivier,0.0,Boscagli,,0,Boscagli,2025-07-02,1997-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,496,491,470,496,,,,0.0,0.0,0.0,0.0,0.0,0.0,499,0.0,0.0,DEF,Brighton,BHA
144,550090,1.9,,Diego,0.0,Coppola,,0,Coppola,2025-06-17,2003-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,559,555,538,559,,,,0.0,0.0,0.0,0.0,0.0,0.0,561,0.0,0.0,DEF,Brighton,BHA
145,465730,1.9,,Maxim,0.0,De Cuyper,,0,De Cuyper,2025-07-05,2000-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,522,518,498,522,,,,0.0,0.0,0.0,0.0,0.0,0.0,525,0.0,0.0,DEF,Brighton,BHA
146,83299,1.9,,Lewis,1.8,Dunk,,44,Dunk,2009-07-01,1991-11-21,2081,0,1,4,42,1,0,0,5,0,0,0,223,425.4,115.7,128.0,66.9,0,23,0.81,1.02,1.83,35.69,148,223,198,205,,,,0.04,0.0,0.04,0.08,1.54,1.82,266,0.99,0.17,DEF,Brighton,BHA
147,204214,0.0,,Pervis,2.1,Estupiñán Tenorio,,63,Estupiñan,2022-07-16,1998-01-21,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,0,26,1.09,2.43,3.52,39.85,124,63,169,102,,4.0,,0.04,0.0,0.09,0.13,1.49,1.65,227,0.98,0.11,DEF,Brighton,BHA
148,231416,1.9,,Ferdi,3.2,Kadıoğlu,,19,F.Kadıoğlu,2024-08-27,1999-10-07,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,0,5,0.44,0.31,0.75,9.44,294,249,272,295,,,,0.1,0.0,0.07,0.17,2.21,1.87,118,1.17,0.47,DEF,Brighton,BHA
149,223434,1.9,,Igor Julio,1.4,dos Santos de Paulo,,18,Igor,2023-07-26,1998-02-07,959,0,0,1,17,0,0,0,4,0,0,0,113,189.6,54.7,4.0,24.9,0,10,0.05,0.25,0.3,17.21,259,273,334,291,,,,0.0,0.0,0.02,0.02,1.62,1.6,310,0.94,0.09,DEF,Brighton,BHA
150,232792,1.9,,Tariq,2.8,Lamptey,,42,Lamptey,2020-01-31,2000-09-30,856,2,2,2,21,0,0,0,0,0,0,1,99,213.6,101.0,52.0,36.8,0,10,0.38,0.8,1.18,15.36,240,238,261,264,,,,0.04,0.0,0.08,0.12,1.61,2.21,154,1.05,0.21,DEF,Brighton,BHA
151,469142,1.9,,Jan Paul,2.6,van Hecke,,87,Van Hecke,2020-09-10,2000-06-08,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,0,33,1.32,1.41,2.73,44.67,40,139,164,108,,,,0.04,0.0,0.04,0.08,1.36,1.43,169,1.0,0.21,DEF,Brighton,BHA
152,111478,1.9,,Joël,2.8,Veltman,,59,Veltman,2020-07-29,1992-01-15,1694,0,0,6,24,0,0,0,5,0,0,7,249,273.0,147.2,59.0,48.1,0,19,0.47,1.31,1.78,24.83,212,206,253,240,,,,0.02,0.0,0.07,0.09,1.32,1.28,152,1.01,0.32,DEF,Brighton,BHA
153,110735,1.9,,Adam,2.8,Webster,,39,Webster,2019-08-03,1995-01-04,885,0,1,4,11,0,0,0,1,0,0,2,167,198.4,49.7,55.0,30.2,0,11,0.25,0.28,0.53,14.26,253,278,259,284,,,,0.03,0.0,0.03,0.06,1.45,1.12,151,1.12,0.41,DEF,Brighton,BHA
154,439135,0.0,,Eiran,0.5,Cashin,,1,Cashin,2025-01-31,2001-11-09,19,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0.0,0.7,0,0,0.0,0.0,0.0,0.44,368,365,383,378,,,,0.0,0.0,0.0,0.0,2.08,9.47,393,0.0,0.0,DEF,Brighton,BHA
155,589100,1.0,,Jacob,0.0,Slater,,0,Slater,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,480,471,447,480,,,,0.0,0.0,0.0,0.0,0.0,0.0,483,0.0,0.0,DEF,Brighton,BHA
156,547720,1.0,,Charlie,0.0,Tasker,,0,Tasker,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,465,456,430,465,,,,0.0,0.0,0.0,0.0,0.0,0.0,468,0.0,0.0,DEF,Brighton,BHA
157,451340,2.2,,Mitoma,4.0,Kaoru,,145,Mitoma,2021-08-09,1997-05-20,2597,10,5,6,40,0,0,0,1,0,0,12,536,670.6,578.0,856.0,210.7,0,28,9.19,4.03,13.22,37.05,61,54,21,21,,,,0.32,0.0,0.14,0.46,1.28,1.39,43,0.97,0.21,MID,Brighton,BHA
158,463067,2.1,,Georginio,3.4,Rutter,,95,Georginio,2024-08-19,2002-04-20,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,0,19,4.57,1.67,6.24,27.9,177,132,77,128,,,,0.25,0.0,0.09,0.34,1.52,1.58,106,1.04,0.33,MID,Brighton,BHA
159,109345,2.1,,Solly,0.9,March,,7,March,2012-07-01,1994-07-20,161,0,0,0,3,0,0,0,2,0,0,0,25,24.0,59.6,18.0,10.1,0,1,0.09,0.32,0.41,2.82,349,266,305,331,4.0,,,0.05,0.0,0.18,0.23,1.58,1.68,382,0.56,0.0,MID,Brighton,BHA
160,592031,2.1,,Yankuba,3.2,Minteh,,102,Minteh,2024-07-01,2004-07-22,1831,6,5,4,33,0,0,0,6,0,0,8,398,523.8,448.9,615.0,159.1,0,20,4.13,4.99,9.12,28.41,114,80,47,62,,,,0.2,0.0,0.25,0.45,1.4,1.62,121,0.98,0.2,MID,Brighton,BHA
161,474120,2.0,,Julio,2.4,Enciso Espínola,,59,Enciso,2022-06-17,2004-01-23,1155,2,3,2,22,0,0,0,3,0,0,5,224,250.8,268.9,362.0,87.7,0,14,2.82,1.32,4.14,22.1,224,135,84,149,,,,0.22,0.0,0.1,0.32,1.72,1.71,200,1.09,0.16,MID,Brighton,BHA
162,513433,2.0,,Brajan,2.1,Gruda,,45,Gruda,2024-08-14,2004-05-31,676,1,4,1,15,0,0,0,0,0,0,1,176,196.6,311.6,187.0,69.1,0,8,1.15,1.93,3.08,12.66,255,117,161,198,2.0,6.0,,0.15,0.0,0.26,0.41,1.69,2.0,237,1.07,0.13,MID,Brighton,BHA
163,532529,2.0,,Jack,3.4,Hinshelwood,,89,Hinshelwood,2022-12-30,2005-04-11,1839,5,3,6,30,0,0,0,5,0,0,8,404,394.6,268.1,304.0,97.0,0,22,2.74,1.5,4.24,30.09,161,136,98,133,,,,0.13,0.0,0.07,0.2,1.47,1.47,100,1.08,0.29,MID,Brighton,BHA
164,219249,2.0,,Matt,2.4,O'Riley,,50,O'Riley,2024-08-26,2000-11-21,929,2,3,2,20,1,0,0,1,0,0,2,209,211.4,322.5,219.0,75.3,0,11,2.76,2.04,4.8,14.27,243,111,137,184,1.0,2.0,2.0,0.27,0.0,0.2,0.47,1.38,1.94,197,1.07,0.19,MID,Brighton,BHA
165,516211,2.0,,Abdallah,0.0,Sima,,0,Sima,2021-08-30,2001-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,655,655,653,655,,,,0.0,0.0,0.0,0.0,0.0,0.0,655,0.0,0.0,MID,Brighton,BHA
166,509416,1.5,,Yasin,2.2,Ayari,,74,Ayari,2023-01-30,2003-10-06,1958,2,1,7,28,0,0,0,4,0,0,3,358,363.2,507.5,247.0,111.7,0,22,2.51,2.62,5.13,30.15,171,68,119,116,3.0,5.0,,0.12,0.0,0.12,0.24,1.39,1.29,224,1.01,0.32,MID,Brighton,BHA
167,535301,1.5,,Carlos,2.6,Baleba,,87,Baleba,2023-08-29,2004-01-03,2660,3,1,8,40,0,0,0,6,1,0,7,490,515.4,343.7,193.0,105.2,0,31,3.1,1.21,4.31,39.54,118,103,159,125,,,,0.1,0.0,0.04,0.14,1.34,1.35,172,1.05,0.27,MID,Brighton,BHA
168,536916,1.5,,Facundo,2.4,Buonanotte,,75,Buonanotte,2023-01-01,2004-12-23,1508,5,2,2,33,0,0,0,8,0,0,6,299,415.8,415.8,318.0,114.7,0,14,4.01,2.29,6.3,29.23,150,87,95,113,,,,0.24,0.0,0.14,0.38,1.74,1.97,194,0.84,0.12,MID,Brighton,BHA
169,514254,1.5,,Diego,1.9,Gómez Amarilla,,30,Gomez,2025-01-01,2003-03-27,507,1,1,0,13,0,0,0,0,0,0,2,130,124.2,143.2,69.0,33.6,0,4,0.82,1.16,1.98,9.28,290,209,247,275,,3.0,,0.15,0.0,0.21,0.36,1.65,2.31,262,0.71,0.0,MID,Brighton,BHA
170,15157,1.5,,James,1.5,Milner,,6,Milner,2023-07-01,1986-01-04,170,0,0,1,1,0,0,0,1,0,0,0,27,28.6,66.3,12.0,10.7,0,3,0.16,0.15,0.31,1.98,344,264,317,329,,,,0.08,0.0,0.08,0.16,1.05,0.53,304,1.59,0.53,MID,Brighton,BHA
171,441192,1.5,,Jeremy,1.0,Sarmiento Morante,,1,Sarmiento,2021-09-21,2002-06-16,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0,0.0,0.0,0.0,0.0,390,364,604,390,,,,0.0,0.0,0.0,0.0,0.0,0.0,369,0.0,0.0,MID,Brighton,BHA
172,549074,1.5,,Tom,0.0,Watson,,0,Watson,2025-06-01,2006-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,627,626,619,627,,,,0.0,0.0,0.0,0.0,0.0,0.0,627,0.0,0.0,MID,Brighton,BHA
173,467779,1.5,,Mats,2.1,Wieffer,,52,Wieffer,2024-07-06,1999-11-16,1003,1,5,2,22,0,0,0,6,0,0,4,243,328.8,230.4,129.0,68.5,0,10,0.8,1.0,1.8,18.89,193,156,197,201,,,,0.07,0.0,0.09,0.16,1.7,1.97,231,0.9,0.18,MID,Brighton,BHA
174,611695,1.5,,Malick,0.0,Yalcouyé,,0,Yalcouye,2024-07-12,2005-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,634,633,626,634,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,0.0,0.0,MID,Brighton,BHA
175,567121,1.0,,Joe,0.0,Knight,,0,Knight,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,571,567,550,571,,,,0.0,0.0,0.0,0.0,0.0,0.0,572,0.0,0.0,MID,Brighton,BHA
176,550141,1.0,,Adrian,0.0,Mazilu,,0,Mazilu,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,560,556,539,560,,,,0.0,0.0,0.0,0.0,0.0,0.0,562,0.0,0.0,MID,Brighton,BHA
177,513834,1.0,,Andrew,0.0,Moran,,0,Moran,2021-08-23,2003-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,544,540,522,544,,,,0.0,0.0,0.0,0.0,0.0,0.0,546,0.0,0.0,MID,Brighton,BHA
178,50175,2.2,,Danny,4.2,Welbeck,,125,Welbeck,2020-10-18,1990-11-26,2109,10,5,7,37,0,0,0,5,0,0,21,484,550.2,331.3,676.0,155.8,0,24,9.58,1.36,10.94,37.4,106,108,40,65,,1.0,1.0,0.41,0.0,0.06,0.47,1.6,1.58,33,1.02,0.3,FWD,Brighton,BHA
179,487117,0.0,,Evan,1.3,Ferguson,,28,Ferguson,2021-08-23,2004-10-19,385,1,0,1,9,0,0,0,0,0,0,2,97,80.0,68.5,104.0,25.0,0,3,1.13,0.66,1.79,6.39,315,261,217,290,,,,0.26,0.0,0.15,0.41,1.49,2.1,325,0.7,0.23,FWD,Brighton,BHA
180,608181,1.7,,Stefanos,0.0,Tzimas,,0,Tzimas,2025-02-03,2006-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,659,659,658,659,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,0.0,0.0,FWD,Brighton,BHA
181,647850,1.4,,Charalampos,0.0,Kostoulas,,0,Kostoulas,2025-07-01,2007-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,637,637,630,637,,,,0.0,0.0,0.0,0.0,0.0,0.0,637,0.0,0.0,FWD,Brighton,BHA
220,215059,3.6,,Robert,3.9,Lynch Sánchez,,126,Sánchez,2023-08-05,1997-11-18,2880,0,0,10,34,0,1,0,5,0,95,11,470,755.6,20.0,0.0,77.5,0,32,0.0,0.02,0.02,38.55,36,326,590,174,,,,0.0,2.97,0.0,0.0,1.2,1.06,49,1.0,0.31,GKP,Chelsea,CHE
221,508479,2.8,,Filip,3.0,Jörgensen,,18,Jörgensen,2024-07-30,2002-04-16,540,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,0,6,0.0,0.0,0.0,8.83,271,539,521,313,,,,0.0,3.33,0.0,0.0,1.47,1.5,131,1.0,0.17,GKP,Chelsea,CHE
222,549939,0.0,,Mike,0.0,Penders,,0,Penders,2024-08-27,2005-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,469,460,434,469,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,0.0,0.0,GKP,Chelsea,CHE
223,471798,1.5,,Gabriel,0.0,Słonina,,0,Slonina,2022-08-02,2004-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,438,428,397,438,,,,0.0,0.0,0.0,0.0,0.0,0.0,441,0.0,0.0,GKP,Chelsea,CHE
224,179268,4.5,,Marc,3.7,Cucurella Saseta,,133,Cucurella,2022-08-05,1998-07-22,2988,5,2,9,38,0,0,0,8,1,0,14,533,668.6,350.6,358.0,137.9,0,33,2.79,2.39,5.18,39.94,62,100,86,85,,,,0.08,0.0,0.07,0.15,1.2,1.14,69,0.99,0.27,DEF,Chelsea,CHE
225,225796,3.8,,Reece,2.8,James,,54,James,2019-05-15,1999-12-08,1057,1,2,3,14,0,0,0,1,0,0,5,223,207.6,202.1,56.0,46.7,0,12,0.45,1.15,1.6,16.1,245,174,258,246,3.0,2.0,,0.04,0.0,0.1,0.14,1.37,1.19,159,1.02,0.26,DEF,Chelsea,CHE
226,180736,3.1,,Trevoh,3.7,Chalobah,,93,Chalobah,2018-02-16,1999-07-05,1969,3,1,6,25,0,0,0,3,0,0,11,379,496.4,124.2,222.0,84.6,0,23,1.98,0.64,2.62,27.15,127,216,134,158,,,,0.09,0.0,0.03,0.12,1.24,1.14,67,1.05,0.27,DEF,Chelsea,CHE
227,460028,3.1,,Levi,3.1,Samuels Colwill,,109,Colwill,2022-07-01,2003-02-26,3150,2,1,10,41,0,0,0,9,0,0,6,461,692.0,214.3,185.0,109.4,0,35,1.92,1.31,3.23,43.52,52,161,163,119,,,,0.05,0.0,0.04,0.09,1.24,1.17,125,1.0,0.29,DEF,Chelsea,CHE
228,482609,3.1,,Malo,1.9,Gusto,,60,Gusto,2023-01-28,2003-05-19,1853,0,1,4,26,0,0,0,4,0,0,2,285,336.8,394.6,147.0,87.9,0,19,1.44,1.91,3.35,27.43,189,93,185,148,,,,0.07,0.0,0.09,0.16,1.33,1.26,260,0.92,0.19,DEF,Chelsea,CHE
229,242880,2.4,,Benoît,1.4,Badiashile Mukinayi,,7,B.Badiashile,2023-01-05,2001-03-26,332,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0.0,7.9,0,3,0.0,0.08,0.08,5.34,322,335,480,340,,,,0.0,0.0,0.02,0.02,1.45,1.36,312,0.81,0.0,DEF,Chelsea,CHE
230,444463,2.4,,Wesley,1.9,Fofana,,26,Fofana,2022-08-31,2000-12-17,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,0,14,0.44,0.18,0.62,14.76,251,246,280,279,,,,0.03,0.0,0.01,0.04,1.13,1.0,255,1.08,0.15,DEF,Chelsea,CHE
231,574458,2.4,,Mamadou,0.0,Sarr,,0,M.Sarr,2025-06-09,2005-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,573,569,553,573,,,,0.0,0.0,0.0,0.0,0.0,0.0,574,0.0,0.0,DEF,Chelsea,CHE
232,109646,2.4,,Tosin,3.2,Adarabioyo,,71,Tosin,2024-07-01,1997-09-24,1403,1,1,7,14,0,0,0,4,0,0,7,305,352.2,48.2,92.0,49.6,0,15,0.93,0.23,1.16,19.62,180,281,229,238,,,,0.06,0.0,0.01,0.07,1.26,0.9,116,0.96,0.45,DEF,Chelsea,CHE
233,577016,1.5,,Josh,1.0,Acheampong,,4,Acheampong,2024-03-10,2006-05-05,168,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,0,2,0.22,0.01,0.23,2.09,359,356,314,362,,,,0.12,0.0,0.01,0.13,1.12,1.61,349,1.07,0.0,DEF,Chelsea,CHE
234,622758,1.5,,Aarón,0.0,Anselmino,,0,Anselmino,2024-08-08,2005-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,486,477,454,486,,,,0.0,0.0,0.0,0.0,0.0,0.0,489,0.0,0.0,DEF,Chelsea,CHE
235,244851,3.6,,Cole,5.8,Palmer,,214,Palmer,2023-09-01,2002-05-06,3193,15,10,10,41,0,0,1,7,0,0,35,952,1068.2,1259.2,1052.0,338.0,0,36,16.79,9.53,26.32,43.88,3,2,9,3,4.0,1.0,1.0,0.47,0.0,0.27,0.74,1.24,1.16,4,1.01,0.28,MID,Chelsea,CHE
236,247632,2.8,,Pedro,3.0,Lomba Neto,,104,Neto,2024-08-11,2000-03-09,2262,4,6,8,25,0,0,0,8,0,0,9,434,492.0,762.7,545.0,180.0,0,24,3.48,4.47,7.95,27.98,129,24,52,52,1.0,,,0.14,0.0,0.18,0.32,1.11,0.99,137,0.95,0.32,MID,Chelsea,CHE
237,448047,2.7,,Enzo,3.8,Fernández,,135,Enzo,2023-01-31,2001-01-17,2943,6,8,10,37,0,0,0,8,0,0,11,691,761.6,1131.6,517.0,241.3,0,32,6.23,6.11,12.34,38.06,35,4,57,13,2.0,3.0,4.0,0.19,0.0,0.19,0.38,1.16,1.13,61,0.98,0.31,MID,Chelsea,CHE
238,624773,2.7,,Estêvão,0.0,Almeida de Oliveira Gonçalves,,0,Estêvão,2025-07-14,2007-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,667,667,667,667,,,,0.0,0.0,0.0,0.0,0.0,0.0,667,0.0,0.0,MID,Chelsea,CHE
239,463936,2.7,,Jamie,0.0,Bynoe-Gittens,,0,Gittens,2025-07-05,2004-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,665,665,665,665,,,,0.0,0.0,0.0,0.0,0.0,0.0,665,0.0,0.0,MID,Chelsea,CHE
240,213198,2.6,,Christopher,2.2,Nkunku,,60,Nkunku,2023-07-01,1997-11-14,904,3,2,2,16,0,0,0,2,0,0,5,190,230.2,204.9,339.0,77.1,0,9,5.11,1.01,6.12,16.25,229,172,90,176,,,2.0,0.51,0.0,0.1,0.61,1.62,1.59,225,0.9,0.2,MID,Chelsea,CHE
