id,assists,birth_date,bonus,bps,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,ep_next,ep_this,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,influence,influence_rank,minutes,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,points_per_game_rank,red_cards,saves,saves_per_90,second_name,squad_number,starts,starts_per_90,team_join_date,threat,threat_rank,total_points,web_name,yellow_cards,position,team_name,team_short_name
780,0,2006-01-29,0,0,0,0.0,533710,,0.0,734,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iwan,0,0.0,0,0.0,738,0.0,738,0,0,0,,0,0.0,742,0,0,0.0,Morgan,,0,0.0,2024-07-19,0.0,718,0,Morgan,0,FWD,Brentford,BRE
786,0,2005-05-28,0,0,0,0.0,612534,,0.0,642,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benjamin,0,0.0,0,0.0,654,0.0,654,0,0,0,,0,0.0,661,0,0,0.0,Fredrick,,0,0.0,2024-01-05,0.0,604,0,Benjamin Fredrick,0,DEF,Brentford,BRE
113,3,2002-01-01,0,207,2,0.17,535818,,261.9,165,,2.8,2.5,2.73,0.23,5.2,0.44,2.47,18.94,1.58,0.21,Simon,23,1.91,2,80.9,200,212.4,299,1081,0,0,,0,2.1,281,0,0,0.0,Adingra,,12,1.0,2022-06-24,337.0,101,60,Adingra,0,MID,Brighton,BHA
114,0,,0,0,0,0.0,475480,,0.0,708,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benicio,0,0.0,0,0.0,711,0.0,711,0,0,0,,0,0.0,716,0,0,0.0,Baker-Boaitey,,0,0.0,,0.0,688,0,Baker-Boaitey,0,MID,Brighton,BHA
115,1,2004-01-03,7,490,8,0.27,535301,,343.7,120,,4.2,2.2,1.21,0.04,4.31,0.14,3.1,39.54,1.34,0.1,Carlos,40,1.35,3,105.2,142,515.4,134,2660,0,0,,0,2.6,196,1,0,0.0,Baleba,,31,1.05,2023-08-29,193.0,188,87,Baleba,6,MID,Brighton,BHA
116,0,,0,0,0,0.0,543158,,0.0,622,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valentín,0,0.0,0,0.0,634,0.0,634,0,0,0,,0,0.0,641,0,0,0.0,Barco,,0,0.0,,0.0,583,0,Barco,0,DEF,Brighton,BHA
118,0,,0,0,0,0.0,519324,,0.0,727,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amario,0,0.0,0,0.0,731,0.0,731,0,0,0,,0,0.0,735,0,0,0.0,Cozier-Duberry,,0,0.0,,0.0,709,0,Cozier-Duberry,0,MID,Brighton,BHA
119,0,,0,0,0,0.0,168090,,0.0,774,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mahmoud,0,0.0,0,0.0,775,0.0,775,0,0,0,,0,0.0,776,0,0,0.0,Dahoud,,0,0.0,,0.0,762,0,Dahoud,0,MID,Brighton,BHA
120,1,1991-11-21,0,223,4,0.17,83299,,115.7,279,4.0,0.8,0.5,1.02,0.04,1.83,0.08,0.81,35.69,1.54,0.04,Lewis,42,1.82,0,66.9,246,425.4,170,2081,1,0,,0,1.8,327,0,0,0.0,Dunk,,23,0.99,2009-07-01,128.0,242,44,Dunk,5,DEF,Brighton,BHA
122,1,1998-01-21,7,313,3,0.11,204214,2.0,530.1,68,2.0,2.8,2.5,2.43,0.09,3.52,0.13,1.09,39.85,1.49,0.04,Pervis,44,1.65,1,120.8,111,504.4,141,2399,0,0,,0,2.1,279,0,0,0.0,Estupiñán,,26,0.98,2022-07-16,173.0,203,63,Estupiñan,5,DEF,Brighton,BHA
124,0,,0,21,0,0.0,243568,,11.9,452,,0.0,0.0,0.04,0.04,0.12,0.11,0.08,1.32,1.22,0.07,Billy,1,0.93,0,2.5,500,11.4,500,97,0,0,,0,1.5,390,0,0,0.0,Gilmour,,1,0.93,,2.0,477,3,Gilmour,0,MID,Brighton,BHA
125,0,,0,0,0,0.0,60307,,0.0,801,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pascal,0,0.0,0,0.0,801,0.0,801,0,0,0,,0,0.0,800,0,0,0.0,Groß,,0,0.0,,0.0,801,0,Gross,0,MID,Brighton,BHA
126,3,2005-04-11,8,404,6,0.29,532529,,268.1,163,,3.5,6.2,1.5,0.07,4.24,0.2,2.74,30.09,1.47,0.13,Jack,30,1.47,5,97.0,153,394.6,185,1839,0,0,,0,3.4,104,0,0,0.0,Hinshelwood,,22,1.08,2022-12-30,304.0,109,89,Hinshelwood,5,MID,Brighton,BHA
127,0,,0,0,0,0.0,612855,,0.0,791,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibrahim,0,0.0,0,0.0,792,0.0,792,0,0,0,,0,0.0,791,0,0,0.0,Osman,,0,0.0,,0.0,784,0,I.Osman,0,MID,Brighton,BHA
128,0,1998-02-07,0,113,1,0.09,223434,,54.7,356,,0.0,0.2,0.25,0.02,0.3,0.02,0.05,17.21,1.62,0.0,Igor Julio,17,1.6,0,24.9,379,189.6,321,959,0,0,,0,1.4,404,0,0,0.0,dos Santos de Paulo,,10,0.94,2023-07-26,4.0,461,18,Igor,4,DEF,Brighton,BHA
129,6,2001-09-26,26,516,6,0.28,475168,,456.0,85,,0.0,0.0,3.1,0.14,12.06,0.55,8.96,25.51,1.18,0.41,João Pedro,28,1.29,10,166.0,60,567.0,113,1946,0,0,1.0,0,4.7,15,1,0,0.0,Junqueira de Jesus,,23,1.06,2023-06-14,644.0,45,126,João Pedro,4,FWD,Brighton,BHA
130,0,,0,0,0,0.0,484658,,0.0,710,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kacper,0,0.0,0,0.0,713,0.0,713,0,0,0,,0,0.0,718,0,0,0.0,Kozłowski,,0,0.0,,0.0,690,0,Kozlowski,0,MID,Brighton,BHA
131,2,2000-09-30,1,99,2,0.21,232792,,101.0,300,,0.4,0.4,0.8,0.08,1.18,0.12,0.38,15.36,1.61,0.04,Tariq,21,2.21,2,36.8,334,213.6,298,856,0,0,,0,2.8,167,0,0,0.0,Lamptey,,10,1.05,2020-01-31,52.0,335,42,Lamptey,0,DEF,Brighton,BHA
132,0,1994-07-20,0,25,0,0.0,109345,,59.6,347,,0.0,0.0,0.32,0.18,0.41,0.23,0.09,2.82,1.58,0.05,Solly,3,1.68,0,10.1,445,24.0,472,161,0,0,,0,0.9,535,0,0,0.0,March,,1,0.56,2012-07-01,18.0,408,7,March,2,MID,Brighton,BHA
133,0,,0,0,0,0.0,550141,,0.0,742,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrian,0,0.0,0,0.0,746,0.0,746,0,0,0,,0,0.0,750,0,0,0.0,Mazilu,,0,0.0,,0.0,726,0,Mazilu,0,MID,Brighton,BHA
134,0,1986-01-04,0,27,1,0.53,15157,,66.3,342,,0.0,0.0,0.15,0.08,0.31,0.16,0.16,1.98,1.05,0.08,James,1,0.53,0,10.7,440,28.6,465,170,0,0,,0,1.5,388,0,0,0.0,Milner,,3,1.59,2023-07-01,12.0,429,6,Milner,1,MID,Brighton,BHA
135,5,2004-07-22,8,398,4,0.2,592031,5.0,448.9,88,,3.8,4.0,4.99,0.25,9.12,0.45,4.13,28.41,1.4,0.2,Yankuba,33,1.62,6,159.1,64,523.8,129,1831,0,0,,0,3.2,129,0,0,0.0,Minteh,,20,0.98,2024-07-01,615.0,48,102,Minteh,6,MID,Brighton,BHA
136,5,1997-05-20,12,536,6,0.21,451340,,578.0,59,,3.2,2.8,4.03,0.14,13.22,0.46,9.19,37.05,1.28,0.32,Mitoma,40,1.39,10,210.7,21,670.6,70,2597,0,0,,0,4.0,46,0,0,0.0,Kaoru,,28,0.97,2021-08-09,856.0,21,145,Mitoma,1,MID,Brighton,BHA
137,0,,0,17,0,0.0,243505,,36.0,389,,0.0,0.0,0.53,5.3,0.53,5.3,0.0,0.26,2.6,0.0,Jakub,0,0.0,0,5.4,477,15.8,489,9,0,0,,0,1.0,484,0,0,0.0,Moder,,0,0.0,2020-10-05,2.0,473,4,Moder,0,MID,Brighton,BHA
138,0,,0,0,0,0.0,574402,,0.0,751,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,0,0.0,0,0.0,754,0.0,754,0,0,0,,0,0.0,757,0,0,0.0,O’Mahony,,0,0.0,,0.0,734,0,O’Mahony,0,FWD,Brighton,BHA
139,0,,0,0,0,0.0,445548,,0.0,593,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Odeluga,0,0.0,0,0.0,606,0.0,606,0,0,0,,0,0.0,613,0,0,0.0,Offiah,,0,0.0,,0.0,552,0,Offiah,0,DEF,Brighton,BHA
140,0,,0,0,0,0.0,491598,,0.0,672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameron,0,0.0,0,0.0,676,0.0,676,0,0,0,,0,0.0,683,0,0,0.0,Peupion,,0,0.0,2022-08-23,0.0,647,0,Peupion,0,MID,Brighton,BHA
141,0,,0,3,0,0.0,441192,,0.8,502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeremy,0,0.0,0,0.1,550,0.2,550,8,0,0,,0,1.0,521,0,0,0.0,Sarmiento Morante,,0,0.0,,0.0,767,1,Sarmiento,0,MID,Brighton,BHA
142,0,1990-08-18,1,46,1,0.5,49262,,0.0,574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.94,0.0,Jason,1,0.5,0,4.1,489,40.4,448,180,0,0,,0,4.5,20,0,3,1.5,Steele,,2,1.0,2018-07-01,0.0,533,9,Steele,0,GKP,Brighton,BHA
143,0,,0,0,0,0.0,450434,,0.0,798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deniz,0,0.0,0,0.0,798,0.0,798,0,0,0,,0,0.0,797,0,0,0.0,Undav,,0,0.0,,0.0,795,0,Undav,0,FWD,Brighton,BHA
144,1,2000-06-08,7,406,7,0.21,469142,,261.8,167,,2.5,3.0,1.41,0.04,2.73,0.08,1.32,44.67,1.36,0.04,Jan Paul,47,1.43,1,118.3,118,736.6,46,2960,0,0,,0,2.6,191,1,0,0.0,van Hecke,,33,1.0,2020-09-10,182.0,197,87,Van Hecke,6,DEF,Brighton,BHA
145,0,1992-01-15,7,249,6,0.32,111478,,147.2,250,,0.2,0.2,1.31,0.07,1.78,0.09,0.47,24.83,1.32,0.02,Joël,24,1.28,0,48.1,294,273.0,257,1694,0,0,,0,2.8,164,0,0,0.0,Veltman,,19,1.01,2020-07-29,59.0,322,59,Veltman,5,DEF,Brighton,BHA
146,1,2002-08-18,6,366,7,0.19,489639,,10.0,466,,3.5,3.8,0.01,0.0,0.01,0.0,0.0,53.1,1.48,0.0,Bart,58,1.61,0,85.8,185,849.8,21,3240,0,0,,0,2.9,149,0,91,2.53,Verbruggen,,36,1.0,2023-07-03,0.0,691,103,Verbruggen,5,GKP,Brighton,BHA
147,1,1995-01-04,2,167,4,0.41,110735,,49.7,362,,2.0,3.2,0.28,0.03,0.53,0.06,0.25,14.26,1.45,0.03,Adam,11,1.12,0,30.2,363,198.4,315,885,0,0,,0,2.8,163,0,0,0.0,Webster,,11,1.12,2019-08-03,55.0,331,39,Webster,1,DEF,Brighton,BHA
148,5,1990-11-26,21,484,7,0.3,50175,,331.3,126,1.0,4.2,3.8,1.36,0.06,10.94,0.47,9.58,37.4,1.6,0.41,Danny,37,1.58,10,155.8,68,550.2,119,2109,0,0,3.0,0,4.2,33,0,0,0.0,Welbeck,,24,1.02,2020-10-18,676.0,41,125,Welbeck,5,FWD,Brighton,BHA
149,5,1999-11-16,4,243,2,0.18,467779,,230.4,187,,3.0,3.0,1.0,0.09,1.8,0.16,0.8,18.89,1.7,0.07,Mats,22,1.97,1,68.5,239,328.8,226,1003,0,0,,0,2.1,274,0,0,0.0,Wieffer,,10,0.9,2024-07-06,129.0,241,52,Wieffer,6,MID,Brighton,BHA
595,4,2004-05-31,1,176,1,0.13,513433,,311.6,137,,5.0,3.8,1.93,0.26,3.08,0.41,1.15,12.66,1.69,0.15,Brajan,15,2.0,1,69.1,236,196.6,317,676,0,0,,0,2.1,285,0,0,0.0,Gruda,,8,1.07,2024-08-14,187.0,192,45,Gruda,0,MID,Brighton,BHA
600,1,2003-10-06,3,358,7,0.32,509416,3.0,507.5,73,,5.0,3.5,2.62,0.12,5.13,0.24,2.51,30.15,1.39,0.12,Yasin,28,1.29,2,111.7,129,363.2,200,1958,0,0,,0,2.2,260,0,0,0.0,Ayari,,22,1.01,2023-01-30,247.0,138,74,Ayari,4,MID,Brighton,BHA
601,0,,0,0,0,0.0,513834,,0.0,789,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew,0,0.0,0,0.0,790,0.0,790,0,0,0,,0,0.0,789,0,0,0.0,Moran,,0,0.0,,0.0,782,0,Moran,0,MID,Brighton,BHA
615,0,2001-07-02,0,0,0,0.0,472739,,0.0,566,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carl,0,0.0,0,0.0,585,0.0,585,0,0,0,,0,0.0,594,0,0,0.0,Rushworth,,0,0.0,2023-07-01,0.0,519,0,Rushworth,0,GKP,Brighton,BHA
618,6,2002-04-20,1,288,6,0.33,463067,,281.8,158,,0.0,0.0,1.67,0.09,6.24,0.34,4.57,27.9,1.52,0.25,Georginio,29,1.58,5,103.0,145,355.4,208,1651,0,0,,0,3.4,106,0,0,0.0,Rutter,,19,1.04,2024-08-19,404.0,83,95,Georginio,2,MID,Brighton,BHA
628,0,1999-10-07,0,59,2,0.47,231416,,83.7,318,,0.0,0.0,0.31,0.07,0.75,0.17,0.44,9.44,2.21,0.1,Ferdi,8,1.87,1,24.0,383,116.4,378,385,0,0,,0,3.2,125,0,0,0.0,Kadioglu,,5,1.17,2024-08-27,40.0,355,19,F.Kadıoğlu,1,DEF,Brighton,BHA
629,3,2000-11-21,2,209,2,0.19,219249,1.0,322.5,129,,2.2,3.2,2.04,0.2,4.8,0.47,2.76,14.27,1.38,0.27,Matt,20,1.94,2,75.3,218,211.4,301,929,1,0,,0,2.4,231,0,0,0.0,O'Riley,,11,1.07,2024-08-26,219.0,161,50,O'Riley,1,MID,Brighton,BHA
663,0,,0,0,0,0.0,447720,,0.0,594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Imari,0,0.0,0,0.0,607,0.0,607,0,0,0,,0,0.0,614,0,0,0.0,Samuels,,0,0.0,2023-05-17,0.0,553,0,Samuels,0,DEF,Brighton,BHA
668,0,2003-11-03,0,0,0,0.0,565858,,0.0,571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Killian,0,0.0,0,0.0,590,0.0,590,0,0,0,,0,0.0,599,0,0,0.0,Cahill,,0,0.0,2024-08-24,0.0,527,0,Cahill,0,GKP,Brighton,BHA
681,0,,0,0,0,0.0,539721,,0.0,620,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruairi,0,0.0,0,0.0,632,0.0,632,0,0,0,,0,0.0,639,0,0,0.0,McConville,,0,0.0,2024-11-22,0.0,581,0,McConville,0,DEF,Brighton,BHA
685,0,2004-10-05,0,0,0,0.0,589100,,0.0,634,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacob,0,0.0,0,0.0,646,0.0,646,0,0,0,,0,0.0,653,0,0,0.0,Slater,,0,0.0,2024-11-28,0.0,595,0,Slater,0,DEF,Brighton,BHA
714,1,2003-03-27,2,130,0,0.0,514254,,143.2,257,,1.0,3.5,1.16,0.21,1.98,0.36,0.82,9.28,1.65,0.15,Diego,13,2.31,1,33.6,348,124.2,371,507,0,0,,0,1.9,322,0,0,0.0,Gómez,,4,0.71,2025-01-01,69.0,313,30,Gómez,0,MID,Brighton,BHA
739,0,1993-02-26,0,0,0,0.0,100053901,,0.0,543,,11.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabian,0,0.0,0,0.0,565,0.0,565,0,0,0,,0,0.0,575,0,0,0.0,Hürzeler,,0,0.0,2024-06-15,0.0,494,119,Hürzeler,0,,Brighton,BHA
758,0,2005-09-21,0,0,0,0.0,567121,,0.0,750,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe,0,0.0,0,0.0,753,0.0,753,0,0,0,,0,0.0,756,0,0,0.0,Knight,,0,0.0,2025-01-31,0.0,733,0,Knight,0,MID,Brighton,BHA
763,0,2001-11-09,0,-2,0,0.0,439135,,0.6,503,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,2.08,0.0,Eiran,2,9.47,0,0.7,530,7.0,509,19,0,0,,0,0.5,556,0,0,0.0,Cashin,,0,0.0,2025-01-31,0.0,677,1,Cashin,0,DEF,Brighton,BHA
791,0,2006-02-24,0,0,0,0.0,547720,,0.0,625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlie,0,0.0,0,0.0,637,0.0,637,0,0,0,,0,0.0,644,0,0,0.0,Tasker,,0,0.0,2025-03-28,0.0,586,0,Charlie Tasker,0,DEF,Brighton,BHA
794,0,2008-03-09,0,0,0,0.0,604988,,0.0,639,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freddie,0,0.0,0,0.0,651,0.0,651,0,0,0,,0,0.0,658,0,0,0.0,Simmonds,,0,0.0,2024-07-01,0.0,601,0,Freddie Simmonds,0,DEF,Brighton,BHA
795,0,2008-04-20,0,5,0,0.0,597320,,0.9,499,,0.2,0.2,0.05,0.75,0.05,0.75,0.0,0.0,0.0,0.0,Harry,0,0.0,0,0.9,527,2.0,543,6,0,0,,0,1.0,503,0,0,0.0,Howell,,0,0.0,2025-04-11,6.0,452,1,Harry Howell,0,MID,Brighton,BHA
150,0,,0,0,0,0.0,532605,,0.0,733,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrey,0,0.0,0,0.0,737,0.0,737,0,0,0,,0,0.0,741,0,0,0.0,Nascimento dos Santos,,0,0.0,,0.0,717,0,Andrey Santos,0,MID,Chelsea,CHE
151,0,,0,0,0,0.0,518620,,0.0,725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ângelo Gabriel,0,0.0,0,0.0,729,0.0,729,0,0,0,,0,0.0,733,0,0,0.0,Borges Damaceno,,0,0.0,,0.0,707,0,Ângelo,0,MID,Chelsea,CHE
153,0,2001-03-26,0,35,0,0.0,242880,,12.6,448,,-0.5,-0.5,0.08,0.02,0.08,0.02,0.0,5.34,1.45,0.0,Benoît,5,1.36,0,7.9,457,66.0,427,332,0,0,,0,1.4,400,0,0,0.0,Badiashile,,3,0.81,2023-01-05,0.0,621,7,B.Badiashile,0,DEF,Chelsea,CHE
154,0,2002-09-05,0,0,0,0.0,482158,,0.0,567,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas,0,0.0,0,0.0,586,0.0,586,0,0,0,,0,0.0,595,0,0,0.0,Bergström,,0,0.0,2021-07-27,0.0,520,0,Bergström,0,GKP,Chelsea,CHE
155,0,1992-05-24,0,0,0,0.0,122074,,0.0,555,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus,0,0.0,0,0.0,575,0.0,575,0,0,0,,0,0.0,585,0,0,0.0,Bettinelli,,0,0.0,2021-07-28,0.0,507,0,Bettinelli,0,GKP,Chelsea,CHE
157,4,2001-11-02,4,650,12,0.32,486672,,568.8,62,,3.0,2.7,2.82,0.08,3.63,0.1,0.81,45.42,1.22,0.02,Moisés,42,1.13,1,129.2,99,627.6,83,3351,0,0,,0,2.6,195,0,0,0.0,Caicedo Corozo,,38,1.02,2023-08-14,95.0,280,98,Caicedo,11,MID,Chelsea,CHE
158,0,,0,0,0,0.0,505187,,0.0,674,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cesare,0,0.0,0,0.0,678,0.0,678,0,0,0,,0,0.0,685,0,0,0.0,Casadei,,0,0.0,2022-08-19,0.0,649,0,Casadei,0,MID,Chelsea,CHE
159,1,1999-07-05,11,379,6,0.27,180736,,124.2,272,,2.5,0.3,0.64,0.03,2.62,0.12,1.98,27.15,1.24,0.09,Trevoh,25,1.14,3,84.6,187,496.4,145,1969,0,0,,0,3.7,68,0,0,0.0,Chalobah,,23,1.05,2018-02-16,222.0,158,93,Chalobah,3,DEF,Chelsea,CHE
161,0,,0,0,0,0.0,478912,,0.0,768,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carney,0,0.0,0,0.0,771,0.0,771,0,0,0,,0,0.0,772,0,0,0.0,Chukwuemeka,,0,0.0,2022-08-04,0.0,755,0,Chukwuemeka,0,MID,Chelsea,CHE
162,1,2003-02-26,6,461,10,0.29,460028,,214.3,194,,3.0,5.3,1.31,0.04,3.23,0.09,1.92,43.52,1.24,0.05,Levi,41,1.17,2,109.4,133,692.0,60,3150,0,0,,0,3.1,132,0,0,0.0,Colwill,,35,1.0,2022-07-01,185.0,195,109,Colwill,9,DEF,Chelsea,CHE
163,2,1998-07-22,14,533,9,0.27,179268,,350.6,116,,5.5,6.0,2.39,0.07,5.18,0.15,2.79,39.94,1.2,0.08,Marc,38,1.14,5,137.9,90,668.6,71,2988,0,0,,0,3.7,72,1,0,0.0,Cucurella Saseta,,33,0.99,2022-08-05,358.0,94,133,Cucurella,8,DEF,Chelsea,CHE
164,0,2002-12-22,0,0,0,0.0,520295,,0.0,797,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Datro,0,0.0,0,0.0,797,0.0,797,0,0,0,,0,0.0,796,0,0,0.0,Fofana,,0,0.0,2023-01-01,0.0,793,0,D.D.Fofana,0,FWD,Chelsea,CHE
165,0,2005-06-05,0,0,0,0.0,617054,,0.0,778,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deivid Washington,0,0.0,0,0.0,780,0.0,780,0,0,0,,0,0.0,780,0,0,0.0,de Souza Eugênio,,0,0.0,2023-08-24,0.0,769,0,Deivid,0,FWD,Chelsea,CHE
166,1,1998-09-06,1,71,0,0.0,215413,,47.4,367,,-0.3,-0.3,0.22,0.08,0.44,0.16,0.22,3.88,1.36,0.08,Kiernan,3,1.05,0,12.6,428,57.4,435,257,0,0,,0,1.4,417,0,0,0.0,Dewsbury-Hall,,2,0.7,2024-07-02,21.0,401,18,Dewsbury-Hall,0,MID,Chelsea,CHE
168,8,2001-01-17,11,691,10,0.31,448047,3.0,1131.6,4,3.0,4.3,3.5,6.11,0.19,12.34,0.38,6.23,38.06,1.16,0.19,Enzo,37,1.13,6,241.3,13,761.6,41,2943,0,0,4.0,0,3.8,60,0,0,0.0,Fernández,,32,0.98,2023-01-31,517.0,60,135,Enzo,8,MID,Chelsea,CHE
169,0,,0,0,0,0.0,232787,,0.0,799,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conor,0,0.0,0,0.0,799,0.0,799,0,0,0,,0,0.0,798,0,0,0.0,Gallagher,,0,0.0,,0.0,798,0,Gallagher,0,MID,Chelsea,CHE
170,0,,0,0,0,0.0,514280,,0.0,611,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfie,0,0.0,0,0.0,624,0.0,624,0,0,0,,0,0.0,631,0,0,0.0,Gilchrist,,0,0.0,,0.0,571,0,Gilchrist,0,DEF,Chelsea,CHE
171,1,2003-05-19,2,285,4,0.19,482609,,394.6,103,,0.3,0.5,1.91,0.09,3.35,0.16,1.44,27.43,1.33,0.07,Malo,26,1.26,0,87.9,173,336.8,222,1853,0,0,,0,1.9,319,0,0,0.0,Gusto,,19,0.92,2023-01-28,147.0,226,60,Gusto,4,DEF,Chelsea,CHE
172,2,1999-12-08,5,223,3,0.26,225796,2.0,202.1,209,2.0,2.7,4.0,1.15,0.1,1.6,0.14,0.45,16.1,1.37,0.04,Reece,14,1.19,1,46.7,301,207.6,303,1057,0,0,,0,2.8,173,0,0,0.0,James,,12,1.02,2019-05-15,56.0,329,54,James,1,DEF,Chelsea,CHE
173,0,2005-09-15,0,0,0,0.0,549068,,0.0,663,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Omari,0,0.0,0,0.0,669,0.0,669,0,0,0,,0,0.0,676,0,0,0.0,Kellyman,,0,0.0,2024-06-29,0.0,633,0,Kellyman,0,MID,Chelsea,CHE
174,1,2004-01-06,0,125,3,0.34,514356,,121.7,275,,1.7,1.3,0.38,0.04,0.63,0.07,0.25,14.33,1.63,0.03,Roméo,11,1.25,0,24.4,380,113.2,381,792,0,0,,0,1.6,370,0,0,0.0,Lavia,,11,1.25,2023-08-18,7.0,444,26,Lavia,4,MID,Chelsea,CHE
175,0,,0,0,0,0.0,66749,,0.0,800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romelu,0,0.0,0,0.0,800,0.0,800,0,0,0,,0,0.0,799,0,0,0.0,Lukaku Bolingoli,,0,0.0,,0.0,800,0,Lukaku,0,FWD,Chelsea,CHE
176,0,,0,0,0,0.0,204727,,0.0,688,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malang,0,0.0,0,0.0,692,0.0,692,0,0,0,,0,0.0,697,0,0,0.0,Sarr,,0,0.0,,0.0,667,0,M.Sarr,0,DEF,Chelsea,CHE
177,5,2002-03-10,12,425,6,0.27,248857,,475.1,80,,1.7,1.7,2.86,0.13,12.48,0.56,9.62,29.55,1.31,0.43,Noni,28,1.24,7,195.3,37,479.2,150,2028,0,0,3.0,0,3.8,64,0,0,0.0,Madueke,,27,1.2,2023-01-20,998.0,11,120,Madueke,3,MID,Chelsea,CHE
178,0,2006-01-04,0,11,0,0.0,499309,,11.8,453,,-0.5,-0.5,0.02,0.03,0.02,0.03,0.0,1.46,1.85,0.0,Marc,2,2.54,0,2.2,505,4.4,521,71,0,0,,0,1.0,514,0,0,0.0,Guiu Paz,,0,0.0,2024-07-01,6.0,454,3,Marc Guiu,0,FWD,Chelsea,CHE
179,0,2001-01-05,0,26,0,0.0,465920,,31.5,398,,0.0,0.0,0.66,0.41,0.9,0.56,0.24,3.28,2.04,0.15,Mykhailo,2,1.24,0,8.5,452,23.2,474,145,0,0,,0,1.0,528,0,0,0.0,Mudryk,,1,0.62,2023-01-15,31.0,379,7,Mudryk,0,MID,Chelsea,CHE
180,6,2001-06-20,17,417,11,0.45,517052,,368.3,113,,0.0,0.0,1.9,0.08,13.58,0.55,11.68,28.47,1.15,0.47,Nicolas,24,0.97,10,187.4,44,546.4,121,2220,0,0,,0,4.0,49,1,0,0.0,Jackson,,28,1.14,2023-07-01,976.0,12,121,N.Jackson,7,FWD,Chelsea,CHE
181,2,1997-11-14,5,190,2,0.2,213198,,204.9,207,,-0.5,-0.5,1.01,0.1,6.12,0.61,5.11,16.25,1.62,0.51,Christopher,16,1.59,3,77.1,210,230.2,280,904,0,0,2.0,0,2.2,263,0,0,0.0,Nkunku,,9,0.9,2023-07-01,339.0,99,60,Nkunku,2,MID,Chelsea,CHE
